Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010	379.378455869445	2.11330290824155	0.225275569971729	9.38096797849297	6.53697998834841e-21	1.67970330620148e-19
AT1G01020	358.68935525883	0.179109774038918	0.192848742725235	0.928757800065662	0.353014618769973	0.452736033652846
AT1G01030	35.5517208761063	-0.0542172549632736	0.39571690920462	-0.137010205280964	0.891022728538152	0.921092307024208
AT1G01040	1472.41636802665	0.0138821399657089	0.208478191637992	0.0665879718959493	0.946909721529166	0.962058211370472
AT1G01046	2.35701659214119	-0.61326376219781	1.18544362767917	-0.517328490261862	0.604926869091774	0.692011257274848
AT1G01050	1381.96541700743	-0.133152872554794	0.18409643969797	-0.723277825324844	0.46950921344758	0.568081752902178
AT1G01060	146.199291829232	0.24542406797491	0.549986540232992	0.446236498571292	0.655426420853538	0.736580416156286
AT1G01070	94.9737642652383	0.467165534909196	0.245430254873383	1.90345536311408	0.0569811528479766	0.0990523850634928
AT1G01080	1441.62947718264	-1.46929473270063	0.185840337989556	-7.90622073009362	2.65320557148416e-15	3.97269996989474e-14
AT1G01090	3771.00445823073	-0.785761882925367	0.102200979485573	-7.68839874999715	1.48987853110435e-14	2.05975476579083e-13
AT1G01100	3462.00243747485	0.531594837054108	0.160689088032053	3.30821988950531	0.000938910575892609	0.00260187751631081
AT1G01110	69.1282381999896	-2.74629918625573	0.356313318439362	-7.70754008939212	1.28266020802168e-14	1.78209253886417e-13
AT1G01120	2983.11961725027	-1.16381636062311	0.12747028894943	-9.13009902319132	6.84366680077317e-20	1.62237721454172e-18
AT1G01130	104.014379334347	-0.312568189252806	0.230797310339782	-1.35429736504572	0.175641526471777	0.256313488104744
AT1G01140	7135.97002311453	-0.0128151158969924	0.126984800362417	-0.100918502532727	0.91961515519576	0.942163006159543
AT1G01150	1.20678914954763	-0.596220495157588	2.27766912290763	-0.261767826222477	0.793500445299992	NA
AT1G01160	899.340736050354	0.518390292658524	0.139453857229467	3.71728902274483	0.000201372027071242	0.000643923854266573
AT1G01170	1355.40548906478	-0.795203930959507	0.328441886902928	-2.42114042900542	0.0154718990771076	0.0318103838746197
AT1G01180	599.704125298951	0.18684068231085	0.177889251313216	1.05032024662284	0.293570899548162	0.389736769368678
AT1G01190	38.8306802588746	-0.827584005077659	0.341487586569884	-2.42346731660273	0.0153731365178729	0.0316451626940193
AT1G01200	15.7209810751843	-3.15197835371491	0.741925685382235	-4.24837475749479	2.15326971192486e-05	8.23124904413138e-05
AT1G01210	239.247225786578	0.875788111532156	0.165631830693401	5.28755920806864	1.23959244544188e-07	6.89330575070979e-07
AT1G01220	1065.6846747994	-0.0284341831855212	0.205052398832932	-0.138667888536569	0.889712594132054	0.920044640661581
AT1G01225	44.7146920858108	-1.21815536602981	0.415274682963288	-2.93337257483982	0.00335301258817992	0.00814480021827252
AT1G01230	837.104668395483	-0.143916529381421	0.137925644071663	-1.04343561598049	0.296746585380982	0.393147373530319
AT1G01240	1761.80455402336	-0.0931832425754508	0.168179979672404	-0.554068580320688	0.579531911973333	0.669981687550491
AT1G01250	35.7215215432246	-1.69298015090351	0.563509679122908	-3.00434972747691	0.00266149198083493	0.00661967659452212
AT1G01260	611.872820110623	-0.0657569784653643	0.176459864573664	-0.37264552267586	0.709412287061832	0.781573686721564
AT1G01290	416.30156941286	0.180846133584359	0.153410427771716	1.17883859794374	0.238462451542837	0.329287053199093
